Subject,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty,,,,
Biology,Assertion: Genes are located on chromosomes. Reason: Chromosomes are made of DNA and proteins.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Genetics,,,
Biology,Assertion: A dominant allele always expresses itself. Reason: It masks the effect of the recessive allele.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Genetics,,,
Biology,Assertion: Sex of a child is determined by the mother. Reason: The ovum carries X chromosome.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,D,Hard,Genetics,,,
Biology,Assertion: Transpiration pull helps in ascent of sap. Reason: Loss of water creates suction force.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Plant Physiology,,,
Biology,Assertion: Root pressure is important in tall trees. Reason: It provides sufficient force to lift water.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,D,Hard,Plant Physiology,,,
Biology,Assertion: Photosynthesis occurs in chloroplasts. Reason: Chlorophyll absorbs light energy.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Plant Physiology,,,
Biology,Assertion: Stomata close during water stress. Reason: It prevents excessive transpiration.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Plant Physiology,,,
Biology,Assertion: The left ventricle has thicker walls. Reason: It pumps blood to the entire body.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Physiology,,,
Biology,Assertion: Valves prevent backflow of blood. Reason: They ensure unidirectional flow.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Physiology,,,
Biology,Assertion: Hemoglobin transports oxygen. Reason: It has high affinity for oxygen.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Physiology,,,
Biology,Assertion: Platelets help in blood clotting. Reason: They release clotting factors.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Physiology,,,
Biology,Assertion: Urea is excreted by kidneys. Reason: It is a nitrogenous waste.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Physiology,,,
Biology,Assertion: Nephrons are structural units of kidney. Reason: They filter blood.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Physiology,,,
Biology,Assertion: Cerebrum controls voluntary actions. Reason: It is the largest part of the brain.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Nervous System,,,
Biology,Assertion: Reflex actions are rapid. Reason: They bypass the brain.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Nervous System,,,
Biology,Assertion: The medulla controls heartbeat. Reason: It regulates involuntary actions.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Nervous System,,,
Biology,Assertion: Synapse transmits nerve impulses. Reason: Neurotransmitters are released.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Nervous System,,,
Biology,Assertion: Insulin lowers blood glucose level. Reason: It promotes uptake of glucose by cells.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Endocrine System,,,
Biology,Assertion: Thyroxine regulates metabolism. Reason: It contains iodine.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Endocrine System,,,
Biology,Assertion: Adrenaline prepares the body for emergencies. Reason: It increases heart rate.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Endocrine System,,,
Biology,Assertion: Fertilisation occurs in fallopian tube. Reason: It is the site of ovulation.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Reproductive System,,,
Biology,Assertion: Placenta acts as an endocrine gland. Reason: It secretes hormones.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Reproductive System,,,
Biology,Assertion: Menstrual cycle occurs in females. Reason: It prepares uterus for pregnancy.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Reproductive System,,,
Biology,Assertion: Human population is increasing rapidly. Reason: Death rate has declined.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Population,,,
Biology,Assertion: Birth rate affects population size. Reason: It determines number of individuals added.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Population,,,
Biology,Assertion: Homo sapiens have a large brain. Reason: They show advanced intelligence.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Evolution,,,
Biology,Assertion: Evolution is a slow process. Reason: It occurs over many generations.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Human Evolution,,,
Biology,Assertion: Air pollution affects respiratory health. Reason: Pollutants damage lung tissues.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Pollution,,,
Biology,Assertion: Eutrophication reduces oxygen levels. Reason: Excess nutrients increase algal growth.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Pollution,,,
Biology,Assertion: Biodegradable wastes are harmless. Reason: They decompose naturally.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Pollution,,,
Biology,Assertion: Osmosis occurs through semi-permeable membrane. Reason: It allows selective movement of water.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Practicals,,,
Biology,Assertion: Transpiration can be shown using cobalt chloride paper. Reason: It turns pink in presence of moisture.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Practicals,,,
Biology,Assertion: Chlorophyll is required for photosynthesis. Reason: It traps light energy.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Practicals,,,
Biology,Assertion: Blood smear shows RBCs without nucleus. Reason: RBCs are biconcave.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Practicals,,,
Biology,Assertion: Heart is made of cardiac muscle. Reason: It contracts rhythmically.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Practicals,,,
Chemistry,Assertion: Atomic size decreases across a period. Reason: Nuclear charge increases across a period.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Periodic Table,,,
Chemistry,Assertion: Noble gases have zero electron affinity. Reason: They have completely filled valence shells.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Periodic Table,,,
Chemistry,Assertion: Ionisation energy of oxygen is less than nitrogen. Reason: Oxygen has paired electrons in its outer shell.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Periodic Table,,,
Chemistry,Assertion: Ionic compounds have high melting points. Reason: Strong electrostatic forces exist between ions.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Chemical Bonding,,,
Chemistry,Assertion: Covalent compounds conduct electricity. Reason: They contain free ions.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,D,Hard,Chemical Bonding,,,
Chemistry,Assertion: Graphite conducts electricity. Reason: Each carbon atom has one free electron.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Chemical Bonding,,,
Chemistry,Assertion: Sodium carbonate solution is alkaline. Reason: It undergoes hydrolysis in water.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Acids Bases Salts,,,
Chemistry,Assertion: Dry HCl gas does not change blue litmus. Reason: HCl produces H⁺ ions only in aqueous solution.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Acids Bases Salts,,,
Chemistry,Assertion: All metal oxides are basic. Reason: Metal oxides react with acids.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,D,Hard,Acids Bases Salts,,,
Chemistry,Assertion: Ammonium chloride gives an acidic solution. Reason: It is formed from a strong acid and weak base.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Acids Bases Salts,,,
Chemistry,Assertion: Electrolysis is a redox reaction. Reason: Oxidation and reduction occur simultaneously.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Electrolysis,,,
Chemistry,Assertion: Copper is deposited at the cathode during electrolysis of CuSO₄. Reason: Copper ions gain electrons.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Electrolysis,,,
Chemistry,Assertion: Electrolysis of molten NaCl produces hydrogen gas. Reason: Sodium reacts with moisture.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,D,Hard,Electrolysis,,,
Chemistry,Assertion: An electrolyte conducts electricity in molten state. Reason: Ions are free to move.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Electrolysis,,,
Chemistry,Assertion: Aluminium is extracted by electrolysis. Reason: Aluminium is highly reactive.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Metallurgy,,,
Chemistry,Assertion: Roasting is done for oxide ores. Reason: It removes volatile impurities.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,D,Hard,Metallurgy,,,
Chemistry,Assertion: Zinc oxide is reduced by carbon. Reason: Zinc is less reactive than carbon.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Metallurgy,,,
Chemistry,Assertion: Iron is prevented from rusting by galvanisation. Reason: Zinc is more reactive than iron.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Metallurgy,,,
Chemistry,Assertion: Ethanol reacts with sodium to produce hydrogen. Reason: Ethanol is acidic in nature.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Organic Chemistry,,,
Chemistry,Assertion: Ethanoic acid turns blue litmus red. Reason: It produces H⁺ ions in aqueous solution.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Organic Chemistry,,,
Chemistry,Assertion: Alkenes are unsaturated hydrocarbons. Reason: They contain double bonds.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Organic Chemistry,,,
Chemistry,Assertion: Ethene undergoes addition reactions. Reason: It contains a C=C bond.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Organic Chemistry,,,
Chemistry,Assertion: Methane shows substitution reactions. Reason: It is a saturated hydrocarbon.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Organic Chemistry,,,
Chemistry,Assertion: Ethanol can be oxidised to ethanoic acid. Reason: It contains –OH group.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Organic Chemistry,,,
Chemistry,Assertion: CO₂ turns lime water milky. Reason: Calcium carbonate is formed.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Analytical Chemistry,,,
Chemistry,Assertion: Excess CO₂ clears milkiness of lime water. Reason: Calcium bicarbonate is soluble.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Analytical Chemistry,,,
Chemistry,Assertion: Ammonia is alkaline. Reason: It produces OH⁻ ions in water.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Study of Compounds,,,
Chemistry,Assertion: Ammonia is highly soluble in water. Reason: It forms hydrogen bonds with water.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Study of Compounds,,,
Chemistry,Assertion: Sulphur dioxide is a reducing agent. Reason: It can be oxidised to sulphur trioxide.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Study of Compounds,,,
Chemistry,Assertion: Chlorine is used for water purification. Reason: It kills bacteria.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Study of Compounds,,,
Chemistry,Assertion: Chlorine is acidic in nature. Reason: It forms acids with water.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,B,Hard,Study of Compounds,,,
Chemistry,Assertion: Fluorine is the most electronegative element. Reason: It has the smallest atomic radius.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Periodic Table,,,
Chemistry,Assertion: Metallic character increases down a group. Reason: Atomic size increases.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Periodic Table,,,
Chemistry,Assertion: Hydrogen bonding is weaker than covalent bonding. Reason: It is an intermolecular force.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Chemical Bonding,,,
Chemistry,Assertion: Pure water does not conduct electricity. Reason: It lacks free ions.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Electrolysis,,,
Chemistry,Assertion: Cryolite is added during extraction of aluminium. Reason: It lowers melting point of alumina.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Metallurgy,,,
Chemistry,Assertion: Ethanoic acid reacts with alcohols. Reason: Esterification occurs.,Both A and R are true and R explains A,Both A and R are true but R does NOT explain A,"A is true, R is false",A is false R is True,A,Hard,Organic Chemistry,,,
Chemistry,Which property shows a sudden increase on moving from Group 1 to Group 17 in the same period?,Atomic size,Metallic character,Electron affinity,Valency,C,Hard,Periodic Table,,,
Chemistry,Which compound has both ionic and covalent bonds?,NaCl,CO₂,NH₄Cl,HCl,C,Hard,Chemical Bonding,,,
Chemistry,The bond formed due to attraction between a hydrogen atom and a highly electronegative atom is called,Ionic bond,Covalent bond,Hydrogen bond,Coordinate bond,C,Hard,Chemical Bonding,,,
Chemistry,Which salt gives an acidic solution on hydrolysis?,Sodium chloride,Ammonium chloride,Potassium nitrate,Sodium acetate,B,Hard,Acids Bases Salts,,,
Chemistry,"During electrolysis of acidulated water, the volume of hydrogen collected is how many times that of oxygen?",Equal,Double,Half,Four times,B,Hard,Electrolysis,,,
Chemistry,"In the electrolysis of molten lead bromide,  lead is released at the",Anode,Cathode,Electrolyte surface,Both electrodes,B,Hard,Electrolysis,,,
Chemistry,Which process is used for concentration of sulphide ores?,Hydraulic washing,Magnetic separation,Froth flotation,Roasting,C,Hard,Metallurgy,,,
Chemistry,Which reagent is used to distinguish between ethanol and ethanoic acid?,Sodium metal,Sodium bicarbonate,Acidified potassium dichromate,Calcium carbonate,B,Hard,Organic Chemistry,,,
Chemistry,Oxidation of ethanol using acidified potassium dichromate produces,Ether,Ethyne,Ethanoic acid,Ethanone,C,Hard,Organic Chemistry,,,
Physics,"In a wiring diagram of a household circuit, the fuse is always connected in the",earth wire,neutral wire,live wire,appliance wire,C,Household Circuits,Hard,,,
Physics,"In a three-pin plug diagram, the longest pin is the",live pin,neutral pin,earth pin,fuse pin,C,Household Circuits,Hard,,,
Physics,"In a diagram showing magnetic field lines around a current-carrying conductor, the direction of field lines is determined by",Fleming’s left hand rule,Fleming’s right hand rule,Maxwell’s rule,Right-hand thumb rule,D,Electromagnetism,Hard,,,
Physics,"In the diagram of a solenoid, the end where the current appears anticlockwise acts as",south pole,north pole,neutral,alternating pole,B,Electromagnetism,Hard,,,
Physics,"In a diagram showing motion of a conductor in a magnetic field, induced current direction is found using",Right-hand thumb rule,Fleming’s left hand rule,Fleming’s right hand rule,Corkscrew rule,C,Electromagnetism,Hard,,,
Physics,"In a diagram showing two forces acting at a point, equilibrium exists when the angle between equal forces is",0°,60°,90°,180°,D,Force,Hard,,,
Physics,"In a free-body diagram of a book resting on a table, the upward force shown is",friction,applied force,normal reaction,weight,C,Force,Hard,,,
Physics,"In the ray diagram of refraction through a rectangular glass slab, the emergent ray is parallel to the incident ray because",angles are equal,slab surfaces are parallel,refractive index is constant,light travels straight,B,Refraction of Light,Hard,,,
Physics,"In a ray diagram showing refraction through a convex lens, the ray passing through the optical centre emerges",parallel to axis,along focal plane,undeviated,reflected back,C,Refraction of Light,Hard,,,
Physics,"In a ray diagram for refraction from air to glass, the angle of refraction is smaller than the angle of incidence because glass has",lower density,higher refractive index,lower refractive index,higher transparency,B,Refraction of Light,Hard,,,
Physics,A force of 10 N acts on a body of mass 2 kg. The acceleration produced is,2 m/s²,5 m/s²,10 m/s²,20 m/s²,B,Force,Hard,,,
Physics,The inertia of a body depends upon its,volume,density,mass,shape,C,Force,Hard,,,
Physics,A body thrown vertically upwards has maximum potential energy at,ground,halfway,highest point,all points,C,Work Energy Power,Hard,,,
Physics,The unit of power is,joule,watt,newton,ampere,B,Work Energy Power,Hard,,,
Physics,1 horsepower is equal to,746 W,1000 W,746 J,735 W,A,Work Energy Power,Hard,,,
Physics,The focal length of a convex lens is 20 cm. The power of the lens is,+2 D,–2 D,+5 D,–5 D,C,Light,Hard,,,
Physics,An object is placed at the centre of curvature of a concave mirror. The image formed is,virtual and erect,real and inverted of same size,real and inverted enlarged,virtual and diminished,B,Light,Hard,,,
Physics,The unit of refractive index is,metre,second,no unit,radian,C,Light,Hard,,,
Physics,"When light enters a denser medium, its",speed increases,wavelength increases,frequency decreases,speed decreases,D,Light,Hard,,,
Physics,Ultrasound waves have frequency,less than 20 Hz,between 20 Hz and 20 kHz,more than 20 kHz,exactly 20 kHz,C,Sound,Hard,,,
Physics,Echo is heard only if the distance between listener and obstacle is at least,8.5 m,10 m,17 m,34 m,C,Sound,Hard,,,
Physics,Loudness of sound depends on,frequency,amplitude,velocity,wavelength,B,Sound,Hard,,,
Physics,"If the potential difference across a conductor is doubled, the current becomes",half,double,same,zero,B,Electricity,Hard,,,
Physics,The heating effect of electric current depends on,I²Rt,IR,V/I,R/I,A,Electricity,Hard,,,
Physics,A voltmeter is connected in,series,parallel,either,diagonal,B,Electricity,Hard,,,
Physics,Magnetic field lines are,closed curves,open curves,straight lines,parallel lines,A,Magnetism,Hard,,,
Physics,The polarity induced at the nearer end of an iron rod placed near a magnet is,same,opposite,neutral,alternating,B,Magnetism,Hard,,,
Physics,The strength of magnetic field is maximum,near poles,at centre,outside magnet,uniform everywhere,A,Magnetism,Hard,,,
Physics,The heat required to change ice at 0°C to water at 0°C is called,specific heat,latent heat of fusion,latent heat of vaporization,calorific value,B,Calorimetry,Hard,,,
Physics,The temperature of a substance remains constant during,heating,cooling,change of state,conduction,C,Calorimetry,Hard,,,
Physics,Beta particles are,helium nuclei,electrons,electromagnetic waves,neutrons,B,Radioactivity,Hard,,,
Physics,The unit of radioactivity is,tesla,gray,becquerel,curie,C,Radioactivity,Hard,,,
Physics,The colour of the live wire is,green,blue,brown,yellow,C,Household Circuits,Hard,,,
Physics,Appliances are connected in parallel so that,current divides,voltage divides,same current flows,power increases,A,Household Circuits,Hard,,,
Physics,The main function of a fuse is to,reduce voltage,increase current,prevent overheating,store energy,C,Household Circuits,Hard,,,
Physics,The change in momentum of a body of mass 2 kg whose velocity changes from 3 m/s to 7 m/s is,4 kg m/s,8 kg m/s,10 kg m/s,14 kg m/s,C,Force,Hard,,,
Physics,A body is moving with uniform velocity. The net force acting on it is,maximum,minimum,zero,infinite,C,Force,Hard,,,
Physics,The work done by gravity on a freely falling body is,positive,negative,zero,variable,A,Work Energy Power,Hard,,,
Physics,The kinetic energy of a body is doubled when its velocity becomes,√2 times,2 times,4 times,half,A,Work Energy Power,Hard,,,
Physics,One joule is equal to,1 N m,1 kg m² s⁻²,both A and B,1 W s,C,Work Energy Power,Hard,,,
Physics,A machine is said to be efficient if,output > input,output = input,output < input,efficiency > 100%,B,Power,Hard,,,
Physics,A real image is formed by a convex lens when the object is placed,between F and O,at F,beyond F,at O,C,Light,Hard,,,
Physics,The magnification produced by a plane mirror is,–1,1,less than 1,greater than 1,B,Light,Hard,,,
Physics,"When a ray passes from air to glass, it bends",away from normal,towards normal,along the surface,backward,B,Light,Hard,,,
Physics,The refractive index of a medium depends on,wavelength of light,density,temperature,all of these,D,Light,Hard,,,
Physics,Sound waves are,transverse,longitudinal,electromagnetic,mechanical transverse,B,Sound,Hard,,,
Physics,The pitch of a sound depends on its,amplitude,frequency,velocity,wavelength,B,Sound,Hard,,,
Physics,The speed of sound is maximum in,air,water,vacuum,steel,D,Sound,Hard,,,
Physics,Two resistors R and 2R are connected in series. The ratio of current through them is,01:02,02:01,01:01,depends on voltage,C,Electricity,Hard,,,
Physics,Electrical power is given by,VI,I²R,V²/R,all of these,D,Electricity,Hard,,,
Physics,The resistance of a conductor increases when,length decreases,area increases,temperature increases,voltage decreases,C,Electricity,Hard,,,
Physics,The direction of induced current is given by,Fleming’s left-hand rule,Fleming’s right-hand rule,Maxwell’s rule,Ohm’s law,B,Magnetism,Hard,,,
Physics,The strength of an electromagnet increases when,current decreases,turns decrease,soft iron core is used,copper core is used,C,Magnetism,Hard,,,
Physics,The unit of magnetic field strength is,tesla,weber,ampere,henry,A,Magnetism,Hard,,,
Physics,The amount of heat required to raise the temperature of 1 kg of water by 1°C is,calorie,joule,specific heat,4200 J,D,Calorimetry,Hard,,,
Physics,The S.I. unit of specific heat capacity is,J kg⁻¹ K⁻¹,J K⁻¹,cal g⁻¹ °C⁻¹,W kg⁻¹,A,Calorimetry,Hard,,,
Physics,Which radiation has the maximum ionising power?,alpha,beta,gamma,X-rays,A,Radioactivity,Hard,,,
Physics,Radioactive decay is,affected by temperature,affected by pressure,affected by electric field,unaffected by external conditions,D,Radioactivity,Hard,,,
Physics,The earth wire in domestic wiring is connected to,live wire,neutral wire,metal body,fuse,C,Household Circuits,Hard,,,
Physics,A fuse wire is made of an alloy because it has,high melting point,low melting point,low resistance,high conductivity,B,Household Circuits,Hard,,,
Maths,The face value of a share is ₹100 and it is sold at ₹120. The share is said to be,at par,at discount,at premium,depreciated,C,Shares & Dividends,Hard,,,
Maths,"If a share of face value ₹10 is quoted at ₹8, the discount is",20%,25%,2%,₹ 2,A,Shares & Dividends,Hard,,,
Maths,The income from 50 shares of ₹100 each at 8% dividend is,₹ 400,₹ 500,₹ 800,"₹ 4,000",A,Shares & Dividends,Hard,,,
Maths,A person buys ₹100 shares at ₹125. The rate of return if the dividend is 10% is,8%,10%,12%,6%,A,Shares & Dividends,Hard,,,
Maths,The market value of a ₹50 share paying 12% dividend so as to give 15% return is,₹ 40,₹ 50,₹ 60,₹ 80,A,Shares & Dividends,Hard,,,
Maths,"If ₹8,000 is invested in ₹100 shares quoted at ₹80, the number of shares bought is",80,100,120,125,B,Shares & Dividends,Hard,,,
Maths,Dividend is always calculated on the,market value,face value,investment value,selling price,B,Shares & Dividends,Hard,,,
Maths,"GST payable on an article marked at ₹5,000 with a discount of 10% and GST rate 18% is",₹ 810,₹ 900,₹ 750,₹ 720,A,GST,Hard,,,
Maths,"If CGST and SGST are equal and total GST is 18%, then CGST is",6%,9%,12%,18%,B,GST,Hard,,,
Maths,The GST paid by a consumer is calculated on the,marked price,cost price,discounted price,selling price before discount,C,GST,Hard,,,
Maths,"An article is sold for ₹1,770 including 18% GST. The marked price before tax is","₹ 1,500","₹ 1,600","₹ 1,650","₹ 1,700",A,GST,Hard,,,
Maths,Input tax credit means,refund of tax,tax exemption,tax paid on purchases,tax on profit,C,GST,Hard,,,
Maths,"If the selling price of an article excluding GST is ₹2,000 and GST rate is 12%, the invoice value is","₹ 2,120","₹ 2,240","₹ 2,200","₹ 2,400",A,GST,Hard,,,
Maths,GST replaces,only VAT,VAT and excise duty,income tax,customs duty,B,GST,Hard,,,
Maths,"Simple interest on a sum for 3 years at 8% p.a. is ₹2,400. The principal is","₹ 8,000","₹ 9,000","₹ 10,000","₹ 12,000",C,Banking,Hard,,,
Maths,"The compound interest on ₹5,000 for 2 years at 10% p.a. compounded annually is","₹ 1,000","₹ 1,050","₹ 1,100","₹ 1,150",C,Banking,Hard,,,
Maths,"The amount on ₹8,000 for 2 years at 5% p.a. compounded annually is","₹ 8,800","₹ 8,820","₹ 8,840","₹ 8,400",B,Banking,Hard,,,
Maths,The difference between CI and SI on a sum for 2 years at 10% is ₹50. The principal is,"₹ 2,000","₹ 2,500","₹ 5,000","₹ 10,000",A,Banking,Hard,,,
Maths,"If interest is compounded half-yearly, the rate becomes",half,double,unchanged,adjusted per period,D,Banking,Hard,,,
Maths,"A sum amounts to ₹12,100 in 2 years at 10% p.a. compounded annually. The principal is","₹ 10,000","₹ 11,000","₹ 12,000","₹ 9,000",A,Banking,Hard,,,
Maths,Simple interest on a sum for 4 years at 5% p.a. is equal to the principal. The rate of interest is,20%,25%,5%,6.25%,A,Banking,Hard,,,
Maths,Compound interest is always,less than SI,equal to SI,greater than SI,zero,C,Banking,Hard,,,
Maths,"If the rate of interest is 0%, the amount is always",zero,principal,double,infinite,B,Banking,Hard,,,
Maths,The formula for compound interest is,PRT,P(1+R/100)ⁿ,P(1−R/100)ⁿ,P + RT,B,Banking,Hard,,,
Maths,For what value of k will the equation x² + kx + 9 = 0 have equal roots?,6,–6,±6,9,C,Quadratic Equations,Hard,,,
Maths,"If α and β are the roots of 3x² – 5x + 2 = 0, then α + β equals",2/3,5/3,3/2,2,B,Quadratic Equations,Hard,,,
Maths,"If one root of x² + px – 6 = 0 is 2, the value of p is",1,–1,–5,5,B,Quadratic Equations,Hard,,,
Maths,"The 20th term of the AP 7, 13, 19, … is",121,127,133,139,C,Arithmetic Progression,Hard,,,
Maths,The sum of the first n terms of an AP is 5n² + 3n. The common difference is,5,8,10,13,C,Arithmetic Progression,Hard,,,
Maths,"If the 3rd and 7th terms of an AP are 14 and 30 respectively, the common difference is",3,4,5,6,B,Arithmetic Progression,Hard,,,
Maths,"If tan θ = 5/12 where θ is acute, sin θ equals",5/13,12/13,13/5,12/5,A,Trigonometry,Hard,,,
Maths,The value of (sin²30° + cos²60°) is,1,1/2,3/4,1/4,B,Trigonometry,Hard,,,
Maths,"If sin A = cos B and A + B = 90°, then A equals",30°,45°,60°,90°,B,Trigonometry,Hard,,,
Maths,"The distance between points (–2, 3) and (4, –3) is",√52,√72,√68,√48,C,Coordinate Geometry,Hard,,,
